DOCNUMBER,NOME,DATA,CPF,SALARIO
989,Wanda Figueroa,05/20/2021,97389806150,3550116.08
990,Lindsay Christian,10/31/2020,98310381930,794628.84
991,Tania Goodermote,11/28/2012,98765366050,3091943.19
992,Delores Henderson,10/07/2017,88304505290,2051034.74
993,Angela Bacote,09/28/2020,59645826640,1412207.74
994,Scott Weissman,02/02/1990,68164349941,3268845.79
995,Brenda Ramirez,10/09/1993,26629379209,1228857.68
996,Viola Havard,05/05/2017,19962076870,3265634.98
997,Laurence Porter,02/24/2000,00292501021,417925.49
998,Irma Voelker,02/11/1998,66778083000,3636169.52
999,Linda Dowker,06/29/2001,74060995924,2698870.23
1000,Julie Clark,07/21/2002,09638303093,167038.18
1001,Herbert Douglas,06/14/2009,79687543485,75694.36
1002,Rosie Navarro,10/11/2011,67577169765,3065316.41
1003,Felicita Baker,01/12/1998,36618603803,3859251.91
1004,Carla Beard,09/15/2001,09943486309,1158352.29
1005,Donald Mccoy,07/21/2010,72611673985,3523337.93
1006,Matthew Toddy,12/24/1994,55454761303,3458487.91
1007,Barbara House,05/09/2000,91632420104,1622067.23
1008,Columbus Spencer,12/25/2000,48246322265,1607319.15
1009,Lori Lindsey,05/04/1994,30167409239,2332430.37
1010,Helen Johnson,02/27/2013,64577230046,3490785.55
1011,Joan Schroder,12/21/1992,55658041244,3313551.84
1012,Brian Peterson,02/27/1990,36228555413,1658627.76
1013,William Davis,03/30/2011,05975541026,3457725.71
1014,Jose Adams,06/22/2013,48854058661,2227298.74
1015,Ronda Bax,12/22/1992,42408102995,745324.39
1016,Brian Lombardi,05/24/2018,14828296069,3708242.1
1017,Ana Welch,06/19/2012,99841981548,3469598.87
1018,Cinthia Gardner,04/28/1994,49410927595,4164322.54
1019,Todd Lotzer,08/03/2021,56383234650,2411878.88
1020,Lorraine Benson,02/01/1997,08898070438,2012665.7
1021,Annie Araiza,08/29/1998,19286831935,2539032.14
1022,John Silvey,11/12/2010,03991381290,973449.87
1023,James Sanchez,07/14/2013,69645683955,2077419.06
1024,Katherine Smith,03/06/2009,93786957010,3003894.38
1025,Maggie Seals,03/23/2017,21093520787,4659673.86
1026,Wilbert Miller,06/26/2012,72469788951,4031821.32
1027,Andrew Arriola,01/02/2000,09645507766,121805.85
1028,Mayra Bayles,07/31/1993,29897740929,3402398.44
1029,Gene Graf,03/08/1992,71717379770,4142182.4
1030,Ollie Skowronek,09/06/2003,47068978665,4989811.96
1031,Anna Manns,02/26/2001,54541880423,4946966.85
1032,Tiffany Runnels,11/14/2013,81777007828,4140533.15
1033,Alexandra Wright,07/15/2018,99222049241,1987193.02
1034,Shaneka Hansen,10/24/1992,70813732328,540277.54
1035,Warren Payne,09/02/2011,70264705319,573943.95
1036,Holly Polster,07/08/2016,71283723425,3489312.25
1037,Andre Ingber,10/08/2020,93545888088,1625751.81
1038,Margaret Sanchez,09/23/2005,06361466779,3452559.02
1039,Ruby Stanley,01/19/2013,65293307045,738934.63
1040,Cara Garcia,08/03/2009,13182194186,18155.82
1041,Leonard Gess,02/10/1997,20584442998,4931834.35
1042,Kermit Demby,07/18/2009,39171157352,2969553.22
1043,Melvin Harrell,05/11/2019,71513565362,1430212.9
1044,Robert Duet,12/26/2014,66026552561,3127412.9
1045,Rosalind Kliebert,12/09/2021,35267173118,318773.42
1046,Shelley Oliveira,11/06/2010,42358597228,3253310.16
1047,Kenneth Mcgregor,05/24/2021,54335411006,3020972.45
1048,Mabel Armstrong,07/08/1995,01879848244,896680.79
1049,Agustina Sullivan,02/28/2010,57139584770,2222948.78
1050,Eric Ramirez,10/06/1995,93098778636,3957066.42
1051,Stephen Thomas,10/02/2017,46913271778,1285083.13
1052,John Jeans,05/15/2018,51411311302,2206800.57
1053,Susan Manley,04/30/2002,73165286990,1917470.88
1054,Gregory Little,05/22/2002,46616421120,4441872.63
1055,Bernadette Leavitt,01/19/2005,49157036730,4581529.98
1056,Howard Makowski,02/02/2015,03227694506,2731733.36
1057,Pearl Arrington,03/27/2013,19266717088,2522012.86
1058,Nicholas Shannon,07/10/2006,93065296004,120441.98
1059,Frances Bettis,10/23/1992,43052754149,761538.25
1060,Samuel Carter,09/05/2011,25696407781,123978.1
1061,Mercedes Whitaker,04/04/2010,10270369104,1642365.41
1062,Luis Cox,12/01/2011,56987526133,907387.19
1063,Robert Sahara,07/31/2015,62228688517,2641664.85
1064,Gary Delcastillo,07/27/2001,73395325954,3161420.48
1065,Walter Hoye,09/23/1997,00350889155,2770936.65
1066,Katie Hickey,01/25/1991,49656003713,313509.9
1067,Jermaine White,03/18/2007,26485146270,4446111.8
1068,Antonio Dunkley,07/29/2016,44003159756,440979.73
1069,Winona Sheeley,01/21/2007,23646494395,2192367.78
1070,Barbara Cisneros,12/25/2018,22585107752,1401071.1
1071,Christian Nelson,05/13/1990,09709279831,4784807.86
1072,Sally Taylor,01/21/2001,74399995840,2879355.98
1073,Danielle Gill,12/03/2007,08942869432,3040649.09
1074,Eleanor Reimer,12/11/2012,06474243554,628630.72
1075,Christine Stanton,09/17/2004,21151847186,3358209.43
1076,Edward Lane,02/27/2018,01231519371,2711863.46
1077,Allen Yazzie,11/11/2012,23434098038,19547.57
1078,David Potter,06/09/1997,22850796808,3056444.71
1079,Francisco Lassiter,07/13/2003,19075308272,860042.25
1080,Kathryn Whitehead,10/11/2017,06163850645,4537852.35
1081,Carmine Mccormick,10/23/1995,53339371920,3247913.01
1082,David Huey,11/12/2020,46989833203,726352.34
1083,Michael Ortiz,11/11/2003,11970531584,4293283.61
1084,Marian Walsh,04/25/1996,80834495988,1835700.17
1085,David Evans,01/27/2002,14658153769,3553038.13
1086,Katherine Caspers,11/01/2012,33158256967,1075261.08
1087,Paul Goldman,01/12/1997,91341785700,1995211.91
1088,Samuel Tate,09/30/2012,06266256886,982736.65
1089,Christopher Simmons,05/23/1993,07178619376,2823677.05
1090,William Williams,11/09/2017,93113228654,3289382.26
1091,James Leal,08/03/1999,05792626855,3021631.16
1092,Nicholas Blanchette,02/03/2018,06022801338,4677071.57
1093,Keith Bonds,11/25/1993,53219231241,2556470.39
1094,Yvonne Thomas,06/03/2017,03388915601,3181508.79
1095,Annie Nash,10/19/2008,41122630743,2858589.96
1096,Eric Zorra,11/14/1991,80259373214,1161645.15
1097,Brian Lee,04/03/1997,58947155802,880194.29
1098,Julia Apodaca,07/29/2012,81522194010,1244772.85
1099,Will Stephens,08/17/1991,48829885266,2823420.67
1100,Kimberly Furbee,10/02/2020,49713933400,681520.24
1101,Bonnie Rogers,06/29/1992,87047242163,3908441.37
1102,Donald Robin,12/17/1995,19960014347,968727.2
1103,Jeffrey Wilson,02/12/2021,40335828272,550800.97
1104,Lucy Osborne,11/14/2015,90718094395,2584692.29
1105,Estella Hoffman,11/13/2012,18671284387,1241409.99
1106,Andy Alexander,08/29/1998,87390444401,595358.85
1107,Patricia Wellington,10/01/1992,99058144267,3054364.08
1108,Eugene Kercheval,06/27/2020,46858952829,2577175.86
1109,Paula Parker,05/11/2021,78722450009,4949854.39
1110,Dwight Doyle,08/09/1993,66849656880,1535213.14
1111,Phyllis Gutierrez,01/13/2006,50662343140,1357588.17
1112,Bessie Vanleuven,06/15/2016,82809148031,997753.42
1113,John Barrio,05/18/2006,65000201973,3416234.15
1114,Agnes Warner,09/04/2020,23692785364,1554342.6
1115,Sandra Baldwin,07/22/2006,78114337109,520386.82
1116,James Miller,04/20/2011,50479783624,3775461.82
1117,Gary Law,09/14/1995,90772046956,962505.05
1118,Doreen Hoang,11/13/2003,44015857984,1420490.53
1119,Sue Savage,08/09/2003,27008778961,3100116.17
1120,Arnold Mcclure,08/06/2018,41038164907,1642854.64
1121,Harold Curran,06/05/2021,92531207546,1647625.14
1122,Fred Izatt,01/20/1999,87972373965,3865620.57
1123,Gary Bowerman,10/29/1994,04408894567,1176338.62
1124,Donna Bradley,07/05/1991,73843513244,2753169.76
1125,Katherine Famulare,07/01/2019,88309420226,3137314.04
1126,Donald Truelove,09/12/1996,89822557965,3377857.1
1127,Lisa Mangram,04/16/2018,68866739200,2649722.93
1128,Jody Weathers,09/04/2020,92499126760,2246634.91
1129,Linda Csaszar,02/06/2012,45090836612,2835663.43
1130,Jonathan Moore,07/17/2007,20785185909,478467.11
1131,Edward White,05/11/2002,99267022440,2799238.6
1132,Walter Logan,08/13/2013,81285616260,3303976.93
1133,Phillip West,05/29/2005,25723007530,1913031.85
1134,John Henry,08/15/2020,86730152605,615568.37
1135,Rosa Johnson,05/05/1992,14225761592,3362645.96
1136,Gregory Mccasland,12/08/2004,93408571198,2595158.43
1137,Cheryl Patton,01/31/2008,48802139504,2381851.1
1138,John Onisick,03/13/1992,06003447893,4450689.7
1139,Alan Lockhart,11/19/2010,73558028520,4032089.51
1140,Isabel Sanchez,04/23/2004,46876301460,4273114.16
1141,Cherrie Robinson,03/11/1991,82463267755,110783.82
1142,Patrick Evans,08/08/1990,61871268311,3321029.42
1143,Monica Cuevas,08/03/1999,71327377403,4312089.86
1144,Sarah Storjohann,08/17/2007,80346087422,530452.03
1145,Maria Foster,09/24/2021,71320514405,3307888.52
1146,Barbara Saddler,02/15/2018,32025705875,2944252.63
1147,Marcia Porterfield,11/21/2005,21515937895,4275746.16
1148,Natasha Jansen,01/26/1991,14858793613,95830.46
1149,Ann Terry,03/17/1994,17199285680,3203709.09
1150,Raquel Carr,05/07/2014,52835393420,1425283.42
1151,Chris Staggs,05/29/2015,15646435498,1445819.55
1152,Guillermo Lopez,06/01/2009,41081973056,1094991.91
1153,John Reed,01/16/1991,01523702699,3120670.88
1154,Gary Nelson,01/31/1991,30502277297,2017708.81
1155,Paul Keifer,12/22/1999,00370641930,4183665.79
1156,Kelvin Poland,09/20/2006,28973364987,2882931.31
1157,Brittany Hager,06/29/1999,03057010610,2203110.71
1158,Debbie Farrell,06/29/1997,59762449711,1767158.09
1159,Kenneth Walker,01/18/1996,72772349608,4223251.42
1160,Charlene Bostic,01/28/1993,82811093192,4721108.31
1161,Joseph Rodriguez,12/05/1990,18421844318,3993528.5
1162,Dana Clemans,08/26/2006,71544241844,3601928.45
1163,Theresa Cave,10/05/1990,71518402330,17650.73
1164,Rosie Hemphill,12/24/2010,50870962477,3581981.03
1165,Eunice Tobin,08/02/2019,11985857570,376966.66
1166,Mark Funk,05/21/2015,82674315512,2421461.88
1167,Samuel Prouty,12/07/1999,33877387578,2021986.37
1168,Kelly Whiteside,10/23/1993,81802341269,2644105.32
1169,Courtney Crothers,09/07/1990,69602435992,4241328.14
1170,Keith Wagner,05/04/2016,35194455658,318339.25
1171,Grace Hebert,06/12/1992,70646804677,3342098.44
1172,Brandi Gullett,11/12/2008,02027926259,2613371.72
1173,James Langley,10/10/2010,57920234417,4463105.91
1174,Jessica Jones,04/07/2008,63252961091,4116371.11
1175,Kathryn Wehrenberg,08/20/2002,41659832683,967901.76
1176,Heather Krulik,01/10/2019,35469129772,328423.92
1177,Jeane Waldron,07/11/2011,15701401383,2746923.16
1178,Anthony Fleck,07/21/1994,51011100274,3359277.78
1179,Carole Comeau,12/03/2004,68055573727,448050.64
1180,Alice Russell,08/25/1990,73472567040,2602711.16
1181,Nickolas Jobe,07/11/1992,25014755852,4054336.59
1182,Sally Walling,06/23/2007,35418328603,598326.96
1183,Raymond Pena,09/15/2016,84740900831,1387668.88
1184,Arlene King,12/03/2003,43721700090,772222.65
1185,Tanisha Whitehead,12/23/2000,66696579605,3514118.18
1186,Brian Sewell,04/23/1998,99283641922,4343439.97
1187,Elizabeth Lewis,09/02/2014,49576159857,2642540.23
1188,Sara Pearson,03/25/2020,55631119382,2251623.03
1189,Andrew Howell,11/04/2013,02207844501,1713903.9
1190,Jackie Morton,10/18/1996,14675043275,1108670.68
1191,Alberto Young,09/18/2015,86420003253,935403.69
1192,Doreen Rambo,09/14/2014,54392532380,4089390.81
1193,Andrea Buck,04/13/1996,82377249760,162750.45
1194,Charles Williams,12/16/2016,27734201016,531303.56
1195,Cameron Small,12/24/1991,27360522420,412625.82
1196,Gladys Schnee,05/11/2010,53071323603,1933233.76
1197,Virginia Narcisse,12/14/2006,06032070069,3252401.19
1198,William Mcbroom,09/18/1998,19468978095,2845053.4
1199,Rachel Miller,07/13/2002,96885751359,1145141.53
1200,Jackie Regan,07/28/1990,33518337416,2333883.79
1201,Lottie Kemp,02/21/1994,76313742010,3246572.14
1202,Virginia Pewitt,09/05/2016,45009210100,1812130.48
1203,Randall Johnson,07/04/1996,68731825753,4061389.0
1204,Todd Wallace,09/16/2005,30154624152,4370309.73
1205,Laura Woodford,12/01/2015,50509690424,4042221.73
1206,Arthur Halpin,03/15/2016,01270874357,2001616.62
1207,John Brewer,12/03/2013,19238428204,2135427.62
1208,Michael Zahn,10/14/1993,43516133198,935215.07
1209,Kirsten Eversmeyer,07/26/2012,68713375202,1677411.2
1210,Charles Baxter,11/04/1996,36862888269,2199325.07
1211,Tricia Pinckney,02/26/2014,72565850980,3894197.48
1212,George Levy,11/04/2002,07273962422,978458.22
1213,Rosa Rossi,12/02/2017,13484926783,2621064.32
1214,Norman Sanchez,01/30/2012,72442902419,4058096.98
1215,Daniel Laban,09/10/2013,49142027195,3948309.49
1216,Sylvia Cruz,07/07/1998,23838804503,1425516.31
1217,Rana Eberts,01/07/2001,93006563921,4552473.88
1218,Ismael Brown,05/17/2002,60594076684,2117439.87
1219,Warren Barnhart,08/15/1997,19141305108,341878.99
1220,Clara Rountree,02/03/2016,25381970072,3626517.98
1221,Charlotte Mcguinness,10/24/2001,21698882092,4354560.25
1222,Carter Adams,03/02/2007,88583794707,77941.44
1223,Carmen Johnson,02/05/1993,85794835141,2050382.29
1224,Abraham Orr,03/24/2006,44543244923,4890689.99
1225,Maria Huntsman,12/07/2003,35289440640,828842.15
1226,Angel Pinon,02/10/2012,13285401893,449574.17
1227,Edward David,12/18/2005,50008350264,2593552.8
1228,Ruth Lopez,11/24/2013,84476572138,1185159.16
1229,Joel Compton,12/07/2019,10875460950,2759863.49
1230,Donald Magill,11/05/2020,05932635614,1684371.66
1231,Edward Allard,10/13/2003,96057965892,942064.01
1232,Rhoda Sloan,10/10/2020,99623950462,3424782.5
1233,Kelly Shackelford,09/15/1996,18587593234,3515659.2
1234,Kathryn Chalmers,05/13/1992,74701496006,2312016.95
1235,Oscar Osborne,11/17/2017,17909608519,2548640.41
1236,Edna Harris,12/17/2004,40875346260,3297714.38
1237,Catherine Sider,10/14/2015,66786558690,4379905.21
1238,Ronald Barkley,02/11/2021,08711534320,1526005.88
1239,Lee Glover,07/15/2017,79569708492,4501147.79
1240,Valerie Taylor,12/21/1996,33729414461,207380.73
1241,Leah Davis,06/07/2014,97971985290,3214556.74
1242,Amy Knight,11/02/2009,32387075749,1171592.75
1243,Elizabeth Keach,03/08/1994,35159421572,118467.52
1244,Cynthia Davis,01/04/2014,21960025007,4690305.58
1245,Laura Hargett,04/05/2015,19245777472,277306.5
1246,Kenneth Mayes,10/12/2008,61300647485,2806362.37
1247,Vicki Jewell,10/22/2003,06721854317,1883487.67
1248,Gary Howerton,07/27/2001,65227595518,3888451.42
1249,Lisa Worrell,04/09/2014,06688949113,4540034.33
1250,Shirley Mortensen,12/11/2003,10425715540,553174.91
1251,Alberta Gills,01/25/1998,81794441476,2771477.57
1252,Kenneth Clark,02/07/1991,99184400072,105664.57
1253,Michael Calabrese,04/15/1991,13420855826,2617441.14
1254,Alexander Matteo,07/29/1994,88762616722,4882108.34
1255,Susan Diaz,03/21/2004,85189142647,1107900.53
1256,Salvatore Cline,12/16/2004,98701018442,2039718.78
1257,Matthew Cooke,08/14/2009,90524454868,3166478.54
1258,Martha Brousseau,02/08/2002,81051022185,3792328.92
1259,Pearle Arnold,02/09/2003,91877613606,4540664.24
1260,Maria Pugh,08/09/1992,90477237320,2711359.18
1261,Gabriel Deason,03/27/2008,72614649961,1104628.19
1262,Matthew Hollingsworth,11/23/2011,45662887144,380294.9
1263,Terese Eagle,12/12/2005,16102751795,1427504.9
1264,Bonnie Bloomquist,08/13/1992,87814412153,3832146.89
1265,Harold Lannier,09/28/2018,86678635302,1718327.57
1266,Michelle Zulauf,07/13/2012,00858364271,1562644.81
1267,Collin Mcginity,02/05/2016,16149518027,531803.31
1268,Ervin Lucero,04/07/2003,73462302302,4446348.07
1269,Elizabeth Smallwood,11/15/1994,12686137207,4233714.4
1270,Larry Potts,07/28/1996,63972658893,3956170.43
1271,Joel Coble,05/19/2013,29709592084,2553765.38
1272,Billy Balch,08/18/1992,73007006910,2210184.19
1273,Blanche French,09/02/1990,51575338530,1559440.36
1274,Raul Yee,10/21/2021,23335688368,728898.06
1275,Edna Wilson,01/27/2000,82376053145,2194421.22
1276,Grant Hager,02/22/2001,12724741005,1420469.62
1277,Michael Vilardi,09/01/2003,30038159112,915643.42
1278,Carlos Puentes,02/07/2005,30865998124,2533926.93
1279,Amanda Kirby,10/16/2015,25937063252,1517344.98
1280,Anne Smith,05/31/2007,05488936912,1766471.35
1281,Mary Tamburri,03/08/1997,92841529096,4868024.49
1282,Donna Watson,03/09/2012,90841508135,1405695.41
1283,Cynthia Pringle,12/31/2017,54226035917,4609129.5
1284,Glen Chun,11/16/1997,38620470590,1228112.52
1285,Craig Todd,07/15/2002,06621531974,808244.97
1286,Lisa Black,08/24/2015,19512115530,1854660.52
1287,Ralph Jackson,06/26/1997,08565905098,4905827.01
1288,Gary Bilodeau,05/07/1994,92583622412,845206.23
1289,Georgia Smolka,03/08/2015,22753108862,4335622.74
1290,Louise Peco,09/21/2019,84993988125,2461901.93
1291,Kevin Rodriquez,08/21/1992,93571427114,4803482.38
1292,Armando Rollins,01/02/2019,09399191257,3417309.6
1293,Brian Navor,05/13/1994,42592347810,3648178.86
1294,Lisa Williamson,11/13/2004,25322993630,4454218.23
1295,Asha Robbins,04/12/1993,79520689974,1303656.71
1296,Jayne Platner,08/14/2018,90963665227,2892099.68
1297,Paulette Howe,11/13/2020,91136188304,1583748.88
1298,Robbie Bentley,03/05/2001,71380900999,56691.83
1299,Christian Bullock,02/11/2015,75666121235,2972996.52
1300,Alfredo Weber,10/05/1998,72361560275,2407330.59
1301,Henry Olmsted,10/02/2000,84314548304,494670.27
1302,Eugene Huerta,05/25/1994,54361174067,2741120.05
1303,Shawn Speedy,10/23/1996,97914650960,3382266.5
1304,Virginia Colyer,12/02/2004,20928967921,4168690.74
1305,Donald Bolebruch,07/07/2008,23516543825,4807226.5
1306,Clyde Parker,02/23/2017,38401541387,1909742.95
1307,Judy Camarillo,12/27/2003,95348917540,3257572.89
1308,Thomas Fleming,08/18/1997,32214305319,51330.83
1309,Jason Rhoads,06/15/1999,57560238289,2633140.91
1310,Joette Roseberry,02/26/1990,74814327323,1971040.95
1311,Angela Postley,05/25/2017,56678027590,1326812.15
1312,Brian Boyette,05/14/2004,28542296737,2986243.74
1313,Clifford Rios,07/30/1996,55817091143,3604456.33
1314,Margaret Newsham,02/13/2007,94745863730,2421212.54
1315,Chelsea Gertelman,08/28/2018,87252931501,4518020.96
1316,Kevin Buzby,01/22/2015,69322825774,1332232.46
1317,Kenneth Holsomback,08/23/2004,65383791841,4235151.85
1318,Paul Dipippo,01/28/1992,52930604735,941191.27
1319,Lindsey Donovan,12/31/2006,97878560439,1852976.13
1320,Anna Hawkins,03/28/1993,15247114205,1415846.32
1321,Manuel Stephens,01/14/2010,29589836330,4986378.13
1322,Evelyn Tatum,03/27/1998,99934384213,4850618.15
1323,Jana Hughey,11/22/2017,21510414096,1650610.32
1324,Allen Bain,08/29/1995,98321824846,32583.07
1325,Betty Duncan,09/04/2021,91264205970,3278207.74
1326,Dale Lisby,12/06/2012,81450185282,1844220.11
1327,Mary Wright,01/02/2005,78459097854,1438534.39
1328,Marvin Correa,10/06/1995,95020021806,1596592.77
1329,Miles Quinn,01/23/2012,12479870430,4371858.21
1330,Lashonda Cabral,12/10/2007,81485192773,224555.24
1331,Gary Romero,08/27/2018,37606723885,4883699.67
1332,Margaret Cooke,05/13/2014,98370700217,1203708.24
1333,Jan Crivello,10/06/2013,74792452112,2952405.81
1334,Kyle Aversano,05/19/2010,81724462091,2728107.44
1335,Kathryn Cundiff,05/08/2010,97675554124,2179740.38
1336,Jack Wallace,07/26/1992,64451741408,2316802.35
1337,Harry Saballos,07/19/1998,58137634061,415346.91
1338,Karla Gatling,05/12/2002,48224500233,2908352.35
1339,Rosa Delgado,05/26/1996,26962719922,2161637.74
1340,Christopher Boyland,08/29/1992,87320086603,2329643.98
1341,Joshua Halcomb,01/31/2003,48192194647,4219231.73
1342,Marjorie Dee,02/17/2008,33636951440,1339801.19
1343,Leslie Rubin,02/07/2004,52406850293,4668718.42
1344,Carol Robinson,06/28/1994,34010782323,3524003.07
1345,Lillie Cleek,11/20/1998,76714321562,2371022.76
1346,Lisa Reifsteck,11/16/1993,84160558232,1059982.1
1347,Jean Witmer,09/18/2007,57320584000,1954721.55
1348,Kimberly Nishiyama,10/27/1992,27950912405,954920.41
1349,Robert Wider,03/09/1995,71705074049,1819873.2
1350,Ralph Tejeda,12/24/2006,74426281920,3839386.24
1351,Charles Willingham,08/27/2007,69135852259,4192001.86
1352,Betsy Bowley,05/13/2002,96537528801,4604073.07
1353,John Howell,04/07/1992,22614715212,3627296.83
1354,Leslie Walker,08/18/2002,29676915777,3850722.28
1355,Judith Ballance,06/13/1990,16528992355,510786.36
1356,Richard Cox,07/14/2008,94833691183,4557857.28
1357,Ilse Wilson,12/07/2007,09597438712,1010886.08
1358,Forest Chancellor,04/18/2020,21850144206,2146324.54
1359,Geneva Moore,01/23/1993,10986085340,2457804.13
1360,Julia Maxey,04/13/2013,29603815721,2307505.34
1361,Barbara Wilson,12/03/2011,52646205988,3558382.94
1362,Daniel Hershberger,09/28/1992,67590732583,4680618.69
1363,Hubert Mills,02/26/2006,06089613703,2947185.15
1364,Gene Benavides,02/15/2007,28528260119,2406029.42
1365,Maria Debuhr,06/08/1993,89814184209,820217.7
1366,Kathleen Fox,11/23/1993,48577068498,273359.51
1367,Jeanette Mcdaniel,07/06/2006,26215406783,2603956.25
1368,Yvonne Hochstetler,04/02/2017,35918698213,1520995.08
1369,Jim Slocum,01/26/2021,59617022788,3651679.82
1370,Peter Chavez,11/28/1998,45717962347,3921497.22
1371,Loretta Hall,07/02/2013,09631642011,4747937.54
1372,Jenifer Miller,08/27/1997,22302093100,3159025.06
1373,Leila Gibson,04/13/2017,50601258150,1321650.65
1374,Thomas Stebner,04/29/1992,12192631332,2529722.03
1375,Jennifer Johnson,03/08/2014,64006311788,2398829.95
1376,John Frye,05/13/2001,58631079367,423374.38
1377,Christy Boone,11/10/1992,24183570581,2710151.14
1378,Sharon Marn,09/10/1996,63544845466,25755.32
1379,Daniel Levine,12/19/1990,06852048713,1361299.45
1380,Nicholas Madison,07/10/1999,66310976575,1018185.99
1381,David Navarro,01/29/2007,87382721728,1424118.28
1382,Lela Gomez,04/11/1995,25443180746,4814045.13
1383,Ruth Salazar,12/20/2018,38721221774,839913.42
1384,John Brownlee,03/15/2003,39481053911,2553902.23
1385,Raymond Metz,06/25/2018,16854208858,2503375.35
1386,Victor Gibbs,12/05/1992,53948153132,2742838.37
1387,Brenda Benson,01/06/2013,71712387090,1528984.16
1388,Bobby Dunn,05/06/2017,85042778365,1554885.41
1389,Sybil Berger,10/09/1990,90216302064,4473582.31
1390,Charles Keirnan,02/16/2010,37946089414,3434590.79
1391,Philip Salmon,01/02/1994,77329661554,1868663.96
1392,Barbara Arrey,12/20/2017,23285957409,3913154.28
1393,Graham Gentges,04/20/1997,45259112474,2766925.67
1394,Randy Johnson,02/19/2016,63794692225,1253368.12
1395,Stephanie East,07/31/2004,27066606434,1541280.71
1396,Shannon Evangelista,06/09/1993,79197400297,3511162.69
1397,Mellie Mathis,08/07/1995,66335794110,4647126.37
1398,Delmer Cantrell,08/31/1997,19724344541,558204.96
1399,Benito Willis,09/21/1996,56879781195,2776145.53
1400,Dennis Thomas,03/29/1998,45457839966,3898436.12
1401,Deborah Loftin,08/03/2019,96357174580,2090340.35
1402,Dorothy Pettiford,08/19/2017,96200053928,3882432.79
1403,Lourdes Colman,02/14/2002,03390006788,382667.24
1404,Evelyn Manson,03/08/2013,27805297843,3619802.08
1405,John Leigh,02/27/2016,42821496397,2166338.16
1406,Sandra Goslee,09/28/2019,22786155053,78197.38
1407,Joshua Ortiz,04/15/1999,87226053209,198491.16
1408,Angela Greenhill,01/27/2019,88049884520,2600692.66
1409,Maude Summers,02/10/1996,14563706345,3535988.78
1410,Kay Wallace,03/11/1996,95668324354,817269.99
1411,James Peterson,11/17/2004,30380345412,4716766.31
1412,David Lantz,08/04/1990,76829666295,4696071.48
1413,Antonia Magee,01/17/2018,89908707205,2727445.92
1414,Derrick Soler,01/17/1991,57673129310,2138974.79
1415,Rodney Sanders,10/08/1995,58761771643,3117266.73
1416,Maria Valencia,06/25/1994,84005217656,1746484.25
1417,Earl Giambra,01/09/1990,35268687786,4691623.91
1418,Edith Eubanks,07/19/2018,28528161056,1571198.04
1419,Barbara Carter,12/28/2021,01803082208,4025745.7
1420,Denise Fasheh,07/11/2021,33324019800,4244405.82
1421,Alix Goettle,09/14/1992,64409495607,4938263.83
1422,Andrew Kemp,05/04/2000,40981440428,168108.82
1423,Jennifer Saenz,04/15/2010,10175596271,4900596.17
1424,Gary Fernandez,02/20/2020,12926554702,2823822.63
1425,Lynne Hertz,09/16/1996,59134038000,1399569.17
1426,Paul Reid,10/13/2008,65027272391,1304974.56
1427,Brandon Butler,08/08/1998,48089258000,3266725.91
1428,Cynthia Parker,05/30/2017,05301852450,711246.05
1429,James Pickett,11/13/2002,93873826216,2627363.12
1430,Darren Thames,12/30/2012,79250502680,713312.13
1431,Lisa Montoya,08/29/1995,19000843090,4496385.55
1432,Abraham Conrad,07/10/1992,96308458490,1781943.26
1433,Kelly Lane,05/17/2000,74491898871,1249391.52
1434,Eugene Walker,11/26/2003,58226063264,1531155.59
1435,Ina Bane,12/09/2010,61047476479,1138619.21
1436,Sheila Hsu,05/01/2015,29730552886,2692006.53
1437,Robert Macchiaroli,11/23/2011,44234451070,2918367.72
1438,Charles Glass,06/15/2019,92576974449,245018.61
1439,Patty Harper,03/15/1992,30407936750,4630383.13
1440,Raymond Thomsen,11/23/1995,80572742800,3629581.23
1441,Kristen Polo,01/21/1992,71194414850,2553793.58
1442,John Rivera,11/20/1991,28601439632,1651097.53
1443,Dianne Hollyfield,12/04/2013,02069423034,1747941.11
1444,Richard Oliver,09/16/2013,58872599571,3491856.63
1445,Ada Beatty,01/23/2014,43088728202,1810705.27
1446,Donna Rickman,07/20/2005,74957417830,4152406.89
1447,Robert Davis,01/28/1992,34881941089,2678518.78
1448,John Davidson,06/16/1993,39528724159,4796517.62
1449,Michele Mooney,06/03/1995,18339491539,288166.76
1450,Shelly Russell,03/04/2012,10353354767,3259782.88
1451,Julius Green,02/02/1995,54640917007,1888278.02
1452,Catherine Rankin,05/15/2009,42405660962,3791365.15
1453,Edward Hobbs,05/20/2004,21025184777,1228611.93
1454,Annette Manheim,07/23/2003,07542092103,3447267.88
1455,Lois Mcdermott,02/26/2011,01170750354,3080223.26
1456,Diana Varella,09/22/2006,40565568140,4341096.68
1457,Preston Harker,03/31/2006,82316377530,3496359.33
1458,Donna Lewis,08/29/2021,31256869465,4966731.9
1459,Bill Crossley,06/02/2004,40503228540,2473991.49
1460,Ann Kelly,12/06/1990,33766048864,441448.03
1461,Karen Wilson,05/15/1999,58535296255,3495728.26
1462,Rachel Gillespie,12/19/2019,91660647673,1493630.44
1463,Steven Prior,10/10/2009,73330864290,366065.64
1464,Ashley Henson,03/29/2016,78881777517,1220227.19
1465,Doris Hunt,08/10/2020,91913720110,2571366.09
1466,Teresa Baker,08/24/2001,00823126641,754467.3
